content>我自己是不太喜欢的，如同前面一位家长的评价，有可能加重小孩子的叛逆，我家小朋友现在的新口头禅就是“XX，XX，总是XX，我才不要XX呢！”	0
content>文字加图的形式，开本很大，字和图都很大，图画得也很好，看得出来编辑对本这套书是下了功夫的，内容也非常好，读起来很有意思，很温馨，感受得到德国的田园浪漫的气氛，很舒服，我是非常喜欢的：只有经得住暴风雪考验的友谊才是真正的友谊，他们喜欢启明星，我儿子喜欢月亮，孩子的心理都住着一个梦想，对于月亮和星星，他们是那么喜欢，和他们总在一起，我也觉得月亮出来了很美！还没读完，继续吧！	1
content>订单里明明有这本书为什么其它书都已收到为什么就没有这一本了？？？为什么了？？？	0
content>在当当基本上就是买书毕竟当当的价格比较便宜，书的质量不错，而且活动一直也比较多，经常有券，因此买书基本上选择当当网了。现在免运费的活动也挺好，只是对于买的比较多的情况下，没有更大的优惠而感觉有点不足。另外就是如果遇到点问题，解决的速度稍微慢点，要有一定的耐心，这点不是很好，要是能改进一下就更完美了.希望电话联系及时一些。	1
content>在看书的时候，发现了。很这本根本就没有网站介绍的那样的精彩，而且内容都不搞笑，只是提别人的生病。没有什么很滑稽的。。。。。真郁闷！	0
content>对毒品的认识，大家只觉得它很可怕，但对社会、对家庭的危害，禁毒日宣传过后，人们也就淡忘了，尤其是青少年大都有强烈的好奇心，什么都想尝试，觉得新奇好玩，很多犯罪都是无知的结果。毕淑敏以强烈的社会责任感，通过戒毒医院的真实体验，告诉人们，毒品，这个人类的克星，千万不要碰上它。人的意志是纸糊的风筝，只要是系上了毒品的黑丝线，必将迷失在风暴里。让成长中的青少年去阅读和感受，很有教育意义。	1
content>这本书本来挺喜欢的...搞得寄过来之后...发现封面的折痕特别严重。。。里面也是..特失望......下次别这样了//	0
content>尽管很多人说，这本书用简单的文字描述严肃的事实，我想，尽管涉及战争，也不尽然都是沉重。在战争的背后，能看到温暖和谐的家庭，智慧善良的母亲，淳朴的大个子乔，理智坚强的查理，温柔可人的茉莉。战争的阴影笼罩社会，可是人们心里一片静好，这才是我们真正爱这本书的原因。正如作者想要做到的，这是一本写简短易懂的书，可是每个字都很重要很重要。包装很好，插图很喜欢，希望大家有机会会看看。	1
content>如果闲着无聊，这本书可以一口气看完，因为读者很想知道到底作者想写些什么，结果是如何。但毕淑敏的文学修养还是差得太远，真正的文学爱好者看此生必定失望，书中所有人的对话如出一辙，毫无个性，绝不会是一本流芳百世的书。作者还不如直接写几个心理分析案例还好过写成文学作品这么牵强。	0
content>中国古代诗词由于用语都比较含畜、精炼，欣赏起来需要安安静静的环境，而作为它们的载体，一本书的印刷、装订质量的好坏，相对于其他类型的书而言，更会对读者产生更直接的影响。这本书真的只能用精致两个字来形容，如果改版的时候再适当配以精美的插图，那就简直可以说是完美的。另外：惊喜的发现这本书的页码居然是仿古形式的汉字，更添了一种古香古色的美，实在是好！	1
content>看完了，书印的挺精致，但是内容：泡菜女人的喃喃自语，很一般啦！这本书总体感觉“见面不如闻名”。建议上网去下载一本瞅瞅就得了，别花钱买了。	0
content>不知道我英语太菜，还是的确有缺漏，书翻开的头几页，有一个句子，好像是错的	0
content>字太小,躺着看时太累.关于吃的篇幅很多.我也一个人住,才不愿意花那么多时间自己在家折腾吃的.	0
content>在当当网买了几次东西了,感觉不是太好.服务上总是出现一些小问题.我19日下的订单,到了24日打电话还在配货,而贵网明明白白说按规定在2_5天内发货.记录显示直到30日才发出来,这是一种什么服务,糟糕透顶.上次东西有问题要退货,我问能否早些退货,客服人员回答不能,只能在5个(7个)工作日内办理.一直等2周以后打电话给客服人员才又拖了几天解决.感觉规定就是给顾客制定的,公司人员无所谓,让人缺乏信任感.客服务倒是服务态度很好,但谁会无聊没事找客服.我想大多数客房要求很低,只要把你承诺的话做到就对了,并不希望你们做得有多完美..好好改进吧,否则再过几年这个世界还不知有没有当当网了.	0
content>很久没有读到这样的书了， 买了后我一股气把它把它拜读完毕， 真是一本难得的好书， 堪比当年我读金庸， 可是金庸的手笔更粗放， 更豪爽。  非常男人的一部小说， 对于感情的描述又是那么让人感动， 在这样一个物欲横流的社会，仗义、真情、信任、直率， 早已被人们淡忘，我欣赏主人公，更欣赏作者， 为我们在盛夏奉献了这样一部力作。	1
content>买书都这么长的时间了.怎么还没有到啊我通过支付宝买的书比这个迟买了一个星期都到了,真不知道是怎么回事啊?我是不是被你们给骗了啊！	0
content>第一次看到这本书是在书城，当时读了第一节，觉得给了我很多力量。这是我见过的开发潜能的最优秀的书，准备按照书的安排读下去。读起来是比较艰难的，需要一定的生活阅历与理解能力。但是阅读经典，受益匪浅不是吗？我想它会是我读一辈子的一本书，所以我买了。不过如果某一天我可以应用之妙，存乎一心的时候，也可以不再读这本书。因为它已经内化成我的一部分，成为我的小宇宙。我相信会的。	1
content>小说中的人物硬要说是真实的,起码是源于生活高于生活的编写.不让别人去求证就是作者心虚,很虚伪煽情又要说成是真实的一部作品.	0
content>儿子不喜品课外书!这是维一一本他自已想要的课外书,所以买了!整天看得哈哈大笑!并不是因为搞笑而搞笑.书的知识性和趣味性都很强.作为成年人的我有时都想一口气看完一本书,而且感觉有所收获!可见知识性不是一般的很肤浅的那种.最主要的书中以历险记形式讲述,教会了孩子许多应对危机的方法!可能都是很实用的!是一套好书!值得看!也值得收藏,反正比国内大部分出版社版的那些所谓名著有价值多了	1
content>写的确实不好。没有文采。和外企也没有多大关系。真不知这本书怎么这么多评论。忽悠人呀。呵呵。	0
content>读了这本书，我有一种感慨。西方的书商卖的是服务，中国的出版商卖的是商品。这本书的量表你可以直接从网上下载，马上就可以用于实战，而我们中国人的书，连书上的内容都要省略一部分，动足了脑筋让你学不会。我们总说和世界接轨，书价差不多了，但服务还差得很远。现在大概是和非洲接轨。这本书虽然是外国人写的，但我们也可以用。只是要注意文化背景上的差异。	1
content>我家宝贝男孩子,虚四岁,这一套系列丛书孩子不怎么喜欢.可能是东西方文化差异，故事情节做为大人的我，感觉也有点接受不了。比如长牙的小鸡	0
content>印象特别深的还是两段话：“一个总理在两小时内就飞赴灾区的国家，一个能够出动10万救援人员的国家，一个企业和私人捐款达到数十亿的国家，一个因争相献血、自愿救助伤员而导致交通阻塞的国家，永远不会被打垮”！温家宝：“我就一句话，是人民在养你们，你们自己看着办。”即使是在灾难过去将近一年的今天，读到这些话仍然让人心中触动，因为这些都是心的声音。	1
content>虽然买D80很久了，可是我一直停留在普通拍照的水平上。前不久，看了朋友的作品，实在是有愧，于是想找一本书来提升自己。这是一本集单反机基本原理/结构/操作，摄影构图，人像/风光/纪实攻略的入门指导书。粗粗通篇读完，觉得收益多多，于是拿起相机把弄起来。小试牛机，还真是提高不少，朋友们说作品不错，那个得意呀，哈哈！再接再厉，继续努力研读，希望赶上业余中高手级（希望如此）。	1
